GCF_000511955.1|WP_035143258.1 [Schnuerera ultunensis]
GCF_004378255.1|WP_134334991.1 [Mucilaginibacter phyllosphaerae]
GCF_004519315.1|WP_133229695.1 [Mucilaginibacter psychrotolerans]
GCF_004519315.1|WP_133232930.1 [Mucilaginibacter psychrotolerans]
GCF_004519315.1|WP_133235136.1 [Mucilaginibacter psychrotolerans]
GCF_004519315.1|WP_262710295.1 [Mucilaginibacter psychrotolerans]
GCF_004519315.1|WP_262710314.1 [Mucilaginibacter psychrotolerans]
GCF_007830615.1|WP_144908532.1 [Mucilaginibacter frigoritolerans]
GCF_007830615.1|WP_144910212.1 [Mucilaginibacter frigoritolerans]
GCF_007846085.1|WP_146382976.1 [Mucilaginibacter pallidiroseus]
GCF_007971025.1|WP_228462577.1 [Mucilaginibacter ginsenosidivorans]
GCF_007971025.1|WP_262712286.1 [Mucilaginibacter ginsenosidivorans]
GCF_007971525.1|WP_147054052.1 [Mucilaginibacter ginsenosidivorax]
GCF_007971525.1|WP_147054206.1 [Mucilaginibacter ginsenosidivorax]
GCF_007971525.1|WP_147054244.1 [Mucilaginibacter ginsenosidivorax]
GCF_009754905.2|WP_157523511.1 [Mucilaginibacter ginkgonis]
GCF_009754905.2|WP_157524907.1 [Mucilaginibacter ginkgonis]
GCF_009754905.2|WP_157525227.1 [Mucilaginibacter ginkgonis]
GCF_009928685.1|WP_166584655.1 [Mucilaginibacter agri]
GCF_009928685.1|WP_166586419.1 [Mucilaginibacter agri]
GCF_011089895.1|WP_166086984.1 [Mucilaginibacter inviolabilis]
GCF_011089895.1|WP_166096236.1 [Mucilaginibacter inviolabilis]
GCF_012849215.1|WP_169606125.1 [Mucilaginibacter robiniae]
GCF_013087555.1|WP_175269062.1 [Mucilaginibacter humi]
GCF_013283875.1|WP_173414328.1 [Mucilaginibacter mali]
GCF_013283875.1|WP_173416651.1 [Mucilaginibacter mali]
GCF_013283875.1|WP_173416908.1 [Mucilaginibacter mali]
GCF_013283875.1|WP_237073745.1 [Mucilaginibacter mali]
GCF_014635825.1|WP_188415468.1 [Mucilaginibacter galii]
GCF_014635825.1|WP_188418968.1 [Mucilaginibacter galii]
GCF_014643835.1|WP_188834776.1 [Mucilaginibacter rubeus]
GCF_014651755.1|WP_121673255.1 [Mycetocola manganoxydans]
GCF_014773245.1|WP_191162703.1 [Mucilaginibacter glaciei]
GCF_014773245.1|WP_191163914.1 [Mucilaginibacter glaciei]
GCF_014773245.1|WP_191165941.1 [Mucilaginibacter glaciei]
GCF_014773245.1|WP_224746282.1 [Mucilaginibacter glaciei]
GCF_014773265.1|WP_191189633.1 [Mucilaginibacter pankratovii]
GCF_014773265.1|WP_191190180.1 [Mucilaginibacter pankratovii]
GCF_014773265.1|WP_191190287.1 [Mucilaginibacter pankratovii]
GCF_014773265.1|WP_317174314.1 [Mucilaginibacter pankratovii]
GCF_014773275.1|WP_191173579.1 [Mucilaginibacter rigui]
GCF_014773275.1|WP_191175140.1 [Mucilaginibacter rigui]
GCF_015221995.1|WP_228072700.1 [Mucilaginibacter boryungensis]
GCF_017569325.1|WP_129567873.1 protein [Mucilaginibacter]
GCF_019391655.1|WP_219486784.1 [Mucilaginibacter rivuli]
GCF_019391655.1|WP_219489533.1 [Mucilaginibacter rivuli]
GCF_020783335.1|WP_228171394.1 [Mucilaginibacter daejeonensis]
GCF_020783335.1|WP_262909351.1 [Mucilaginibacter daejeonensis]
GCF_022953055.1|WP_245130039.1 [Mucilaginibacter straminoryzae]
GCF_022953055.1|WP_245130512.1 [Mucilaginibacter straminoryzae]
GCF_022953055.1|WP_245130973.1 [Mucilaginibacter straminoryzae]
GCF_024055575.1|WP_252789547.1 [Mucilaginibacter flavidus]
GCF_024055575.1|WP_252793992.1 [Mucilaginibacter flavidus]
GCF_024055575.1|WP_252793994.1 [Mucilaginibacter flavidus]
GCF_024055575.1|WP_256484421.1 [Mucilaginibacter flavidus]
GCF_024055595.1|WP_256474509.1 [Mucilaginibacter aurantiaciroseus]
GCF_024498135.1|WP_256540110.1 [Mucilaginibacter aquariorum]
GCF_024498135.1|WP_256541613.1 [Mucilaginibacter aquariorum]
GCF_024721155.1|WP_258140447.1 [Mucilaginibacter phenanthrenivorans]
GCF_024721155.1|WP_258141102.1 [Mucilaginibacter phenanthrenivorans]
GCF_024808255.1|WP_259092679.1 [Mucilaginibacter dorajii]
GCF_024808255.1|WP_259096049.1 [Mucilaginibacter dorajii]
GCF_028596025.1|WP_273630920.1 [Mucilaginibacter jinjuensis]
GCF_028596025.1|WP_273631098.1 [Mucilaginibacter jinjuensis]
GCF_028596025.1|WP_273631897.1 [Mucilaginibacter jinjuensis]
GCF_030409315.1|WP_290305644.1 [Mucilaginibacter flavus]
GCF_030409315.1|WP_353959534.1 [Mucilaginibacter flavus]
GCF_900101875.1|WP_091150086.1 [Mucilaginibacter pineti]
GCF_900105165.1|WP_091367578.1 [Mucilaginibacter mallensis]
GCF_900105165.1|WP_091368027.1 [Mucilaginibacter mallensis]
GCF_900105165.1|WP_091376509.1 [Mucilaginibacter mallensis]
GCF_900115155.1|WP_090708770.1 [Mycetocola miduiensis]
GCF_900155965.1|WP_076375934.1 [Mucilaginibacter lappiensis]
GCF_900155965.1|WP_076378526.1 [Mucilaginibacter lappiensis]
GCF_900155965.1|WP_076378811.1 [Mucilaginibacter lappiensis]
GCF_003046475.1|WP_108002945.1 [Mycoplana dimorpha]
GCF_014196765.1|WP_183807076.1 [Mycoplana azooxidifex]
GCF_000346615.1|WP_017729804.1 [Nafulsella turpanensis]
GCF_000346615.1|WP_017729812.1 [Nafulsella turpanensis]
GCF_000346615.1|WP_017729818.1 [Nafulsella turpanensis]
GCF_000422345.1|WP_027875206.1 [Spongiibacter marinus]
GCF_003351545.1|WP_107145223.1 [Neisseria elongata]
GCF_003351565.1|WP_114935584.1 protein [Neisseria]
GCF_003490325.1|WP_118793192.1 protein [Neisseria]
GCF_003495225.1|WP_118997372.1 protein [Neisseria]
GCF_008330805.1|WP_002216166.1 protein [Pseudomonadota]
GCF_013030075.1|WP_003692093.1 [Neisseria gonorrhoeae]
GCF_014054885.1|WP_009115462.1 [Neisseria wadsworthii]
GCF_014297595.1|WP_186999864.1 [Neisseria musculi]
GCF_900100845.1|WP_090550494.1 [Natronincola ferrireducens]
GCF_900453685.1|WP_085366577.1 protein [Neisseria]
GCF_900454435.1|WP_100066867.1 [Neisseria mucosa]
GCF_900636765.1|WP_085417199.1 [Neisseria canis]
GCF_958267405.1|WP_285070903.1 protein [Neisseria]
GCF_962707005.1|WP_301668027.1 [Neisseria basseii]
GCF_962747855.1|WP_301673199.1 [Neisseria blantyrii]
GCF_962747945.1|WP_003714649.1 protein [Neisseria]
GCF_962747945.1|WP_118793192.1 protein [Neisseria]
GCF_962747945.1|WP_301911204.1 [Neisseria viridiae]
GCF_000012725.1|WP_011314349.1 [Nitrobacter winogradskyi]
GCF_000013885.1|WP_011508709.1 [Nitrobacter hamburgensis]
GCF_000013885.1|WP_011509922.1 [Nitrobacter hamburgensis]
GCF_000014765.1|WP_011634860.1 [Nitrosomonas eutropha]
GCF_000153205.1|WP_005003971.1 [Nitrococcus mobilis]
GCF_000300335.1|WP_008597928.1 [Nitratireductor pacificus]
GCF_000374125.1|WP_018626067.1 [Niabella aurantiaca]
GCF_000420645.1|WP_366511660.1 [Nevskia ramosa]
GCF_000429645.1|WP_029013646.1 [Niveispirillum irakense]
GCF_000711955.1|WP_029920517.1 [Nevskia soli]
GCF_000711955.1|WP_029922868.1 [Nevskia soli]
GCF_000731315.1|WP_038585269.1 [Neorhizobium galegae]
GCF_001007935.1|WP_144412797.1 protein [Nitrosomonas]
GCF_001050155.1|WP_048645209.1 [Nitratireductor soli]
GCF_001050155.1|WP_048648333.1 [Nitratireductor soli]
GCF_001455205.1|WP_062558648.1 [Nitrosomonas ureae]
GCF_001597725.1|WP_067862253.1 [Neptuniibacter marinus]
GCF_001597735.1|WP_067983030.1 [Neptuniibacter pectenicola]
GCF_001654455.1|WP_067752318.1 [Niabella ginsenosidivorans]
GCF_001654455.1|WP_067761754.1 [Niabella ginsenosidivorans]
GCF_001879715.1|WP_071672836.1 [Nioella nitratireducens]
GCF_002028545.1|WP_079445158.1 [Nitrobacter vulgaris]
GCF_002028545.1|WP_079446182.1 [Nitrobacter vulgaris]
GCF_002251795.1|WP_094454678.1 [Niveispirillum lacus]
GCF_002251795.1|WP_094458470.1 [Niveispirillum lacus]
GCF_003349965.1|WP_114792953.1 [Niabella yanshanensis]
GCF_004000255.1|WP_127558004.1 [Nioella ostreopsis]
GCF_004053875.1|WP_128443406.1 [Neorhizobium lilium]
GCF_004798935.1|WP_136250638.1 [Ningiella ruwaisensis]
GCF_004834005.1|WP_136578381.1 [Niastella caeni]
GCF_006742785.1|WP_172630051.1 [Nitrosomonas stercoris]
GCF_008727795.1|WP_151055823.1 [Nitrincola iocasae]
GCF_009833085.1|WP_160817006.1 [Nitrosomonas oligotropha]
GCF_014904705.1|WP_193179365.1 [Nisaea sediminum]
GCF_014904705.1|WP_193184007.1 [Nisaea sediminum]
GCF_014904795.1|WP_193173374.1 [Nisaea nitritireducens]
GCF_014904795.1|WP_226886867.1 [Nisaea nitritireducens]
GCF_015477355.1|WP_195106252.1 [Nocardia blacklockiae]
GCF_017255295.1|WP_113153950.1 protein [Alphaproteobacteria]
GCF_019891355.1|WP_223005705.1 [Nitratireductor rhodophyticola]
GCF_021044425.1|WP_231002302.1 [Niabella pedocola]
GCF_021044425.1|WP_231002944.1 [Niabella pedocola]
GCF_021044425.1|WP_231004026.1 [Niabella pedocola]
GCF_021044425.1|WP_231004828.1 [Niabella pedocola]
GCF_021044425.1|WP_231007998.1 [Niabella pedocola]
GCF_021538615.1|WP_235555220.1 [Niabella agricola]
GCF_024662015.1|WP_257770102.1 [Nisaea acidiphila]
GCF_024662015.1|WP_257771254.1 [Nisaea acidiphila]
GCF_026162365.1|WP_265515917.1 [Nitratireductor luteus]
GCF_026162365.1|WP_265519578.1 [Nitratireductor luteus]
GCF_029335285.1|WP_223706617.1 [Niabella beijingensis]
GCF_029854435.1|WP_227701878.1 [Neorhizobium petrolearium]
GCF_030295765.1|WP_286239578.1 [Neptuniibacter halophilus]
GCF_900101395.1|WP_090388606.1 [Niabella drilacis]
GCF_900101395.1|WP_090391982.1 [Niabella drilacis]
GCF_900103035.1|WP_090288679.1 [Nitrosomonas mobilis]
GCF_900105565.1|WP_007010463.1 [Nitratireductor aquibiodomus]
GCF_900107165.1|WP_090411131.1 [Nitrosomonas halophila]
GCF_900114795.1|WP_090670229.1 protein [Nitrosomonas]
GCF_900114795.1|WP_090670232.1 [Nitrosomonas nitrosa]
GCF_900176045.1|WP_331713045.1 [Nitratiruptor tergarcus]
GCF_946900835.1|WP_282010321.1 [Nitrospina watsonii]
GCF_000308875.1|WP_040748060.1 [Nocardia transvalensis]
GCF_000720335.1|WP_030482928.1 [Nocardioides aequoreus]
GCF_002568625.1|WP_198407296.1 [Nocardia terpenica]
GCF_003350525.1|WP_068021974.1 [Nocardia mexicana]
GCF_003350585.1|WP_068005209.1 [Nocardia pseudobrasiliensis]
GCF_003710085.1|WP_122818720.1 [Nocardioides pantholopis]
GCF_003725695.1|WP_123228507.1 [Nocardioides marmoriginsengisoli]
GCF_013408335.1|WP_179660426.1 [Nocardioides panzhihuensis]
GCF_013409425.1|WP_179518764.1 [Nocardioides perillae]
GCF_013744875.1|WP_244976075.1 [Nocardia huaxiensis]
GCF_014127485.1|WP_182526145.1 [Nocardioides dongkuii]
GCF_014466955.1|WP_342213100.1 [Nocardia wallacei]
GCF_014648255.1|WP_183546137.1 [Nocardioides albus]
GCF_014779665.1|WP_191201048.1 [Nocardioides hwasunensis]
GCF_015352455.1|WP_194705777.1 [Nocardioides islandensis]
GCF_015352455.1|WP_194707206.1 [Nocardioides islandensis]
GCF_016907475.1|WP_191195742.1 [Nocardioides cavernae]
GCF_019931675.1|WP_223399094.1 [Nocardioides rotundus]
GCF_021555175.1|WP_235735522.1 [Nocardioides alcanivorans]
GCF_023740755.1|WP_251909077.1 protein [Nocardia]
GCF_027921805.1|WP_189117161.1 [Nocardioides luteus]
GCF_900105585.1|WP_090968198.1 [Nocardioides exalbidus]
GCF_900112035.1|WP_091199815.1 [Nocardioides alpinus]
GCF_000013325.1|WP_011444473.1 [Novosphingobium aromaticivorans]
GCF_000013325.1|WP_011444552.1 [Novosphingobium aromaticivorans]
GCF_000013325.1|WP_041550149.1 [Novosphingobium aromaticivorans]
GCF_000013325.1|WP_041550427.1 [Novosphingobium aromaticivorans]
GCF_000192575.1|WP_008070378.1 [Novosphingobium nitrogenifigens]
GCF_000420305.1|WP_022672246.1 [Novosphingopyxis baekryungensis]
GCF_000802225.1|WP_039280835.1 [Novosphingobium malaysiense]
GCF_000831385.1|WP_041496275.1 [Nonlabens marinus]
GCF_001046635.1|WP_059151972.1 [Novosphingobium barchaimii]
GCF_001590965.1|WP_068071094.1 [Novosphingobium lentum]
GCF_001590965.1|WP_068071153.1 [Novosphingobium lentum]
GCF_001590965.1|WP_068071235.1 [Novosphingobium lentum]
GCF_001590965.1|WP_068074104.1 [Novosphingobium lentum]
GCF_001590965.1|WP_068074128.1 [Novosphingobium lentum]
GCF_001590985.1|WP_067732330.1 [Novosphingobium naphthalenivorans]
GCF_001590985.1|WP_067734635.1 [Novosphingobium naphthalenivorans]
GCF_001598375.1|WP_022675859.1 protein [Novosphingobium]
GCF_001598375.1|WP_062785338.1 [Novosphingobium capsulatum]
GCF_001598575.1|WP_039336248.1 [Novosphingobium subterraneum]
GCF_001742225.1|WP_008832238.1 protein [Sphingomonadaceae]
GCF_001742225.1|WP_036529909.1 protein [Novosphingobium]
GCF_001742225.1|WP_083274679.1 [Novosphingobium resinovorum]
GCF_002117125.1|WP_085766081.1 [Nonlabens spongiae]
GCF_002117125.1|WP_085767392.1 [Nonlabens spongiae]
GCF_002117125.1|WP_245833669.1 [Nonlabens spongiae]
GCF_002238045.1|WP_094077081.1 [Notoacmeibacter marinus]
GCF_002934445.1|WP_104515461.1 [Nonlabens xylanidelens]
GCF_002934445.1|WP_104515590.1 [Nonlabens xylanidelens]
GCF_002934445.1|WP_104515600.1 [Nonlabens xylanidelens]
GCF_002934445.1|WP_262497514.1 [Nonlabens xylanidelens]
GCF_002954765.1|WP_170061727.1 [Nonlabens arenilitoris]
GCF_002954765.1|WP_245910895.1 [Nonlabens arenilitoris]
GCF_002994045.1|WP_105981872.1 [Nonlabens agnitus]
GCF_002994045.1|WP_105982904.1 [Nonlabens agnitus]
GCF_002994045.1|WP_317046534.1 [Nonlabens agnitus]
GCF_003001855.1|WP_262496350.1 [Nonlabens ulvanivorans]
GCF_003131205.1|WP_109485528.1 [Occallatibacter savannae]
GCF_003254015.1|WP_015362001.1 [Nonlabens dokdonensis]
GCF_003254015.1|WP_015362816.1 [Nonlabens dokdonensis]
GCF_003254015.1|WP_015362823.1 [Nonlabens dokdonensis]
GCF_003254015.1|WP_041566823.1 [Nonlabens dokdonensis]
GCF_003254015.1|WP_041567458.1 [Nonlabens dokdonensis]
GCF_003313335.1|WP_237088268.1 [Nubsella zeaxanthinifaciens]
GCF_003966335.1|WP_241234704.1 [Nonlabens ponticola]
GCF_003966335.1|WP_317126817.1 [Nonlabens ponticola]
GCF_007954425.1|WP_147089483.1 [Novosphingobium ginsenosidimutans]
GCF_007991615.1|WP_147158809.1 [Novosphingobium sediminis]
GCF_007991615.1|WP_147160339.1 [Novosphingobium sediminis]
GCF_009746585.1|WP_156840717.1 [Novosphingobium aquimarinum]
GCF_009746585.1|WP_156840767.1 [Novosphingobium aquimarinum]
GCF_009746585.1|WP_156841823.1 [Novosphingobium aquimarinum]
GCF_012927405.1|WP_169491889.1 [Novosphingobium olei]
GCF_012927405.1|WP_169493526.1 [Novosphingobium olei]
GCF_014196055.1|WP_183611388.1 [Novosphingobium hassiacum]
GCF_014196055.1|WP_183611407.1 [Novosphingobium hassiacum]
GCF_014196055.1|WP_183612236.1 [Novosphingobium hassiacum]
GCF_014196055.1|WP_183613072.1 [Novosphingobium hassiacum]
GCF_014204535.1|WP_184242726.1 [Novosphingobium chloroacetimidivorans]
GCF_014204535.1|WP_184248018.1 [Novosphingobium chloroacetimidivorans]
GCF_014230315.1|WP_185664341.1 [Novosphingobium flavum]
GCF_014230345.1|WP_185683263.1 [Novosphingobium aerophilum]
GCF_014230345.1|WP_185686717.1 [Novosphingobium aerophilum]
GCF_014230355.1|WP_185680010.1 [Novosphingobium piscinae]
GCF_014230355.1|WP_185680284.1 [Novosphingobium piscinae]
GCF_014640055.1|WP_179407205.1 [Novosphingobium marinum]
GCF_014640055.1|WP_229735647.1 [Novosphingobium marinum]
GCF_014640675.1|WP_188768987.1 [Novosphingobium endophyticum]
GCF_014640675.1|WP_188769658.1 [Novosphingobium endophyticum]
GCF_014645195.1|WP_188820349.1 [Novosphingobium indicum]
GCF_014645195.1|WP_188820619.1 [Novosphingobium indicum]
GCF_014652555.1|WP_189620541.1 [Novosphingobium colocasiae]
GCF_014652855.1|WP_191323862.1 [Novosphingobium pokkalii]
GCF_014652855.1|WP_191324208.1 [Novosphingobium pokkalii]
GCF_014652855.1|WP_191324595.1 [Novosphingobium pokkalii]
GCF_014652855.1|WP_191325137.1 [Novosphingobium pokkalii]
GCF_014652855.1|WP_308432922.1 [Novosphingobium pokkalii]
GCF_015356755.1|WP_194850504.1 [Nonlabens antarcticus]
GCF_015356755.1|WP_194851242.1 [Nonlabens antarcticus]
GCF_015356755.1|WP_194852160.1 [Nonlabens antarcticus]
GCF_015694345.1|WP_196275121.1 [Novosphingobium jiangmenense]
GCF_015694345.1|WP_196275665.1 [Novosphingobium jiangmenense]
GCF_015694345.1|WP_196276208.1 [Novosphingobium jiangmenense]
GCF_015694345.1|WP_196276980.1 [Novosphingobium jiangmenense]
GCF_015694345.1|WP_196277114.1 [Novosphingobium jiangmenense]
GCF_015694345.1|WP_196277430.1 [Novosphingobium jiangmenense]
GCF_015865035.1|WP_197162277.1 [Novosphingobium aureum]
GCF_018417475.1|WP_213502556.1 [Novosphingobium decolorationis]
GCF_020179425.1|WP_225007927.1 [Novosphingobium percolationis]
GCF_020179425.1|WP_225010323.1 [Novosphingobium percolationis]
GCF_020179475.1|WP_225206401.1 [Novosphingobium huizhouense]
GCF_020179475.1|WP_225207771.1 [Novosphingobium huizhouense]
GCF_020829495.1|WP_229488096.1 [Nostoc favosum]
GCF_020829645.1|WP_229499728.1 [Nostoc mirabile]
GCF_021227995.1|WP_232491574.1 [Novosphingobium kaempferiae]
GCF_021227995.1|WP_232493809.1 [Novosphingobium kaempferiae]
GCF_022832385.1|WP_243995273.1 [Novosphingobium album
GCF_025264625.1|WP_260795653.1 [Occallatibacter riparius]
GCF_026420865.1|WP_017503794.1 protein [Sphingomonadaceae]
GCF_026420865.1|WP_267219966.1 [Novosphingobium clariflavum]
GCF_000019965.1|WP_012375065.1 [Opitutus terrae]
GCF_000183745.1|WP_013458008.1 [Oceanithermus profundus]
GCF_000183745.1|WP_013458072.1 [Oceanithermus profundus]
GCF_000183745.1|WP_013458417.1 [Oceanithermus profundus]
GCF_000236705.1|WP_014201122.1 [Owenweeksia hongkongensis]
GCF_000379025.1|WP_018249116.1 [Orenia marismortui]
GCF_000420265.1|WP_022700067.1 [Oceanicaulis alexandrii]
GCF_000420265.1|WP_022701920.1 [Oceanicaulis alexandrii]
GCF_000427965.1|WP_245586355.1 [Olivibacter sitiensis]
GCF_000518485.1|WP_028283686.1 [Olleya marilimosa]
GCF_001618175.1|WP_084462506.1 [Oceanibaculum pacificum]
GCF_001748245.1|WP_141730982.1 [Oligoflexus tunisiensis]
GCF_002157875.1|WP_086961921.1 [Oceanisphaera avium]
GCF_002157895.1|WP_227875125.1 [Oceanisphaera profunda]
GCF_002242685.1|WP_094198908.1 protein [Oceanimonas]
GCF_002242685.1|WP_094198921.1 [Oceanimonas doudoroffii]
GCF_003149475.2|WP_281004553.1 [Oceaniradius stylonematis]
GCF_003259525.1|WP_245907570.1 [Olleya aquimaris]
GCF_003336875.1|WP_114394478.1 [Oleisolibacter albus]
GCF_003590945.1|WP_119776843.1 [Oleomonas cavernae]
GCF_003590945.1|WP_119777856.1 [Oleomonas cavernae]
GCF_003590945.1|WP_119779864.1 [Oleomonas cavernae]
GCF_003633955.1|WP_008945129.1 protein [Oceanibaculum]
GCF_003633955.1|WP_121219874.1 [Oceanibaculum indicum]
GCF_003633955.1|WP_237740195.1 [Oceanibaculum indicum]
GCF_004331745.1|WP_131567057.1 [Oricola cellulosilytica]
GCF_004362745.1|WP_126538974.1 [Oharaeibacter diazotrophicus]
GCF_004365405.1|WP_094277858.1 [Oceanimonas baumannii]
GCF_007991015.1|WP_147145272.1 [Oceanithermus desulfurans]
GCF_014201555.1|WP_043099131.1 [Oleiagrimonas soli]
GCF_014534685.1|WP_188162764.1 [Oryzicola mucosus]
GCF_014534685.1|WP_188164036.1 [Oryzicola mucosus]
GCF_014643915.1|WP_229667970.1 [Oceanisphaera marina]
GCF_014904745.1|WP_193174143.1 [Oricola nitratireducens]
GCF_014904745.1|WP_193176421.1 [Oricola nitratireducens]
GCF_016785945.1|WP_203000919.1 [Olleya sediminilitoris]
GCF_016907015.1|WP_239552696.1 [Oceanisphaera litoralis]
GCF_017498525.1|WP_208009946.1 [Ottowia testudinis]
GCF_019966595.1|WP_223475042.1 [Oricola indica]
GCF_019966595.1|WP_223475666.1 [Oricola indica]
GCF_019966595.1|WP_223476443.1 [Oricola indica]
GCF_019966595.1|WP_223478485.1 [Oricola indica]
GCF_024160185.1|WP_262068892.1 [Ohessyouella blattaphilus]
GCF_900114005.1|WP_090838454.1 [Olleya namhaensis]
GCF_900114005.1|WP_090840368.1 [Olleya namhaensis]
GCF_900607235.1|WP_130857408.1 protein [Olivibacter]
GCF_000342165.1|WP_008601950.1 [Pacificimonas flava]
GCF_000342165.1|WP_276510584.1 [Pacificimonas flava]
GCF_001418225.1|WP_055453963.1 [Pannonibacter indicus]
GCF_001418225.1|WP_055455088.1 [Pannonibacter indicus]
GCF_001418225.1|WP_055456708.1 [Pannonibacter indicus]
GCF_003012935.1|WP_106753069.1 [Pannonibacter carbonis]
GCF_003012935.1|WP_106753205.1 [Pannonibacter carbonis]
GCF_003253995.1|WP_111537040.1 [Palleronia aestuarii]
GCF_003858535.1|WP_317124938.1 [Flavobacterium viscosum]
GCF_008629655.1|WP_150012817.1 [Paenimyroides baculatum]
GCF_030545015.1|WP_303445276.1 [Myroides sp.
GCF_900108395.1|WP_091102629.1 [Paenimyroides aquimaris]
GCF_900115115.1|WP_317040947.1 [Flavobacterium ummariense]
GCF_900454465.1|WP_019963157.1 [Pannonibacter phragmitetus]
GCF_900454465.1|WP_019965740.1 [Pannonibacter phragmitetus]
GCF_900454465.1|WP_342210621.1 [Pannonibacter phragmitetus]
GCF_000253035.1|WP_013925151.1 [Parachlamydia acanthamoebae]
GCF_003332885.2|WP_114234470.1 [Paracnuella aquatica]
GCF_003332885.2|WP_114234763.1 [Paracnuella aquatica]
GCF_003332885.2|WP_338323175.1 [Paracnuella aquatica]
GCF_003363715.1|WP_115498840.1 [Parabacteroides acidifaciens]
GCF_003363715.1|WP_167451631.1 [Parabacteroides acidifaciens]
GCF_003428625.2|WP_117299046.1 [Paracidobacterium acidisoli]
GCF_014287545.1|WP_233567318.1 protein [Parabacteroides]
GCF_900186615.1|WP_102407454.1 [Parabacteroides bouchesdurhonensis]
GCF_000009985.1|WP_011386467.1 [Paramagnetospirillum magneticum]
GCF_000017565.1|WP_011995199.1 [Parvibaculum lavamentivorans]
GCF_000017565.1|WP_012109644.1 [Parvibaculum lavamentivorans]
GCF_000017565.1|WP_012111801.1 [Parvibaculum lavamentivorans]
GCF_000017565.1|WP_041535828.1 [Parvibaculum lavamentivorans]
GCF_000017565.1|WP_041535889.1 [Parvibaculum lavamentivorans]
GCF_000314995.1|WP_007619642.1 [Paraglaciecola arctica]
GCF_000314995.1|WP_039989273.1 [Paraglaciecola arctica]
GCF_000314995.1|WP_039989967.1 [Paraglaciecola arctica]
GCF_000733125.1|WP_031550577.1 [Parvularcula oceani]
GCF_000733125.1|WP_031551536.1 [Parvularcula oceani]
GCF_001650715.1|WP_068490102.1 [Magnetospirillum marisnigri]
GCF_001650715.1|WP_245651278.1 [Magnetospirillum marisnigri]
GCF_001687365.1|WP_068952523.1 [Pararhizobium polonicum]
GCF_001687365.1|WP_068956942.1 [Pararhizobium polonicum]
GCF_001687545.1|WP_067784984.1 [Paraurantiacibacter namhicola]
