GENOME,HOMOLOG
GCF_020521235.1_ASM2052123v1,NO
GCF_020532555.1_ASM2053255v1,YES
GCF_020595095.1_ASM2059509v1,YES
GCF_020866965.1_ASM2086696v1,YES
GCF_022229005.1_ASM2222900v1,NO
GCF_022229015.1_ASM2222901v1,NO
GCF_022230905.1_ASM2223090v1,NO
GCF_022230925.1_ASM2223092v1,NO
GCF_022230935.1_ASM2223093v1,NO
GCF_022230955.1_ASM2223095v1,NO
GCF_022592395.1_ASM2259239v1,NO
GCF_022808595.1_ASM2280859v1,YES
GCF_023517775.1_ASM2351777v1,NO
GCF_023656545.1_ASM2365654v1,NO
GCF_026013475.1_ASM2601347v1,NO
GCF_028726025.1_ASM2872602v1,NO
GCF_028768405.1_ASM2876840v1,NO
GCF_029224645.1_ASM2922464v1,NO
GCF_030161635.1_ASM3016163v1,NO
GCF_030644205.1_ASM3064420v1,NO
GCF_900089585.1_IMG-taxon_2622736535_annotated_assembly,NO
GCF_900089595.1_IMG-taxon_2617270871_annotated_assembly,NO
GCF_900089605.1_IMG-taxon_2617270834_annotated_assembly,NO
GCF_900090105.1_IMG-taxon_2622736513_annotated_assembly,NO
GCF_900090225.1_IMG-taxon_2622736604_annotated_assembly,NO
GCF_900090235.1_IMG-taxon_2623620557_annotated_assembly,NO
GCF_900090245.1_IMG-taxon_2622736531_annotated_assembly,NO
GCF_900090265.1_IMG-taxon_2623620551_annotated_assembly,NO
GCF_900090275.1_IMG-taxon_2617270899_annotated_assembly,NO
GCF_900090285.1_IMG-taxon_2623620396_annotated_assembly,NO
GCF_900090295.1_IMG-taxon_2623620609_annotated_assembly,NO
GCF_900090305.1_IMG-taxon_2634166273_annotated_assembly,NO
GCF_900090315.1_IMG-taxon_2623620569_annotated_assembly,NO
GCF_900090325.1_IMG-taxon_2636415968_annotated_assembly,NO
GCF_900091415.1_IMG-taxon_2636415978_annotated_assembly,NO
GCF_900091425.1_IMG-taxon_2617270872_annotated_assembly,NO
GCF_900091435.1_IMG-taxon_2622736432_annotated_assembly,NO
GCF_900091445.1_IMG-taxon_2623620567_annotated_assembly,NO
GCF_900091455.1_IMG-taxon_2623620612_annotated_assembly,NO
GCF_900091465.1_IMG-taxon_2622736626_annotated_assembly,NO
GCF_900091475.1_IMG-taxon_2623620611_annotated_assembly,NO
GCF_900091495.1_IMG-taxon_2622736613_annotated_assembly,NO
GCF_900091505.1_IMG-taxon_2623620610_annotated_assembly,NO
GCF_900091515.1_IMG-taxon_2627854289_annotated_assembly,NO
GCF_900091525.1_IMG-taxon_2622736591_annotated_assembly,NO
GCF_900091545.1_IMG-taxon_2636416073_annotated_assembly,NO
GCF_900091555.1_IMG-taxon_2619619047_annotated_assembly,NO
GCF_900091565.1_IMG-taxon_2622736534_annotated_assembly,NO
GCF_900091575.1_IMG-taxon_2622736537_annotated_assembly,NO
GCF_900091585.1_IMG-taxon_2619619644_annotated_assembly,NO
GCF_900091615.1_IMG-taxon_2623620524_annotated_assembly,NO
GCF_900091625.1_IMG-taxon_2622736606_annotated_assembly,NO
GCF_900102135.1_IMG-taxon_2596583582_annotated_assembly,YES
GCF_900104655.1_PRJEB16360,NO
GCF_900104895.1_IMG-taxon_2634166341_annotated_assembly,YES
GCF_900105385.1_IMG-taxon_2636416048_annotated_assembly,NO
GCF_900105785.1_IMG-taxon_2634166345_annotated_assembly,NO
GCF_900107255.1_IMG-taxon_2693429860_annotated_assembly,NO
GCF_900109115.1_IMG-taxon_2675903138_annotated_assembly,NO
GCF_900143515.1_IMG-taxon_2630968262_annotated_assembly,NO
GCF_900155555.1_PRJEB18028,NO
GCF_900156065.1_IMG-taxon_2681813563_annotated_assembly,NO
GCF_900176425.1_IMG-taxon_2718217654_annotated_assembly,YES
GCF_900231835.1_IMG-taxon_2710264757_annotated_assembly,YES
GCF_900232905.1_PRJEB22825,YES
GCF_900289045.1_MPGL2,YES
GCF_902373875.1_MGYG-HGUT-01316,YES
GCF_902825405.1_DSM_45782,NO
GCF_928722185.1_min17_bin71,NO
GCF_000023545.1_ASM2354v1,NO
GCF_000198775.1_ASM19877v1,NO
GCF_000211815.1_ASM21181v1,NO
GCF_000253375.1_ASM25337v1,NO
GCF_000276805.1_ASM27680v1,NO
GCF_000320365.1_MorMac1.0,NO
GCF_000379845.1_ASM37984v1,NO
GCF_000487995.2_ASM48799v2,YES
GCF_000526915.1_ASM52691v1,NO
GCF_000718085.1_ASM71808v1,NO
GCF_000723425.2_E11,NO
GCF_000975265.2_ASM97526v2,NO
GCF_001021495.1_ASM102149v1,NO
GCF_001267435.1_ASM126743v1,NO
GCF_001373395.1_PRJEB8430_assembly_1,NO
GCF_001373515.1_PRJEB8464_assembly_1,NO
GCF_001439515.1_ASM143951v1,NO
GCF_001499925.1_ASM149992v1,NO
GCF_001553955.1_ASM155395v1,NO
GCF_001594015.1_ASM159401v1,NO
GCF_001598275.1_ASM159827v1,NO
GCF_001636015.1_ASM163601v1,NO
GCF_001688845.2_ASM168884v2,NO
GCF_001722345.1_ASM172234v1,NO
GCF_001911425.1_ASM191142v1,YES
GCF_001942495.1_ASM194249v1,NO
GCF_002013915.1_ASM201391v1,YES
GCF_002014765.1_ASM201476v1,NO
GCF_002014825.1_ASM201482v1,NO
GCF_002014855.1_ASM201485v1,NO
GCF_002014965.1_ASM201496v1,NO
GCF_002080125.1_ASM208012v1,NO
GCF_002086125.1_ASM208612v1,NO
GCF_002086155.1_ASM208615v1,NO
GCF_002086165.1_ASM208616v1,NO
GCF_002086485.1_ASM208648v1,NO
GCF_002086545.1_ASM208654v1,NO
GCF_002086635.1_ASM208663v1,NO
GCF_002101675.1_ASM210167v1,NO
GCF_002102025.1_ASM210202v1,NO
GCF_002102175.1_ASM210217v1,NO
GCF_002102185.1_ASM210218v1,NO
GCF_002104675.1_ASM210467v1,NO
GCF_002157835.1_ASM215783v1,NO
GCF_002245615.1_ASM224561v1,NO
GCF_002257585.1_ASM225758v1,NO
GCF_002285715.1_ASM228571v1,NO
GCF_002355435.1_ASM235543v1,YES
GCF_002591975.1_ASM259197v1,NO
GCF_002742165.1_ASM274216v1,NO
GCF_002797495.1_ASM279749v1,NO
GCF_002797815.1_ASM279781v1,YES
GCF_002874775.1_ASM287477v1,NO
GCF_002927045.1_ASM292704v1,NO
GCF_002995755.1_ASM299575v1,NO
GCF_002995805.1_ASM299580v1,NO
GCF_003014485.1_ASM301448v1,NO
GCF_003050755.1_ASM305075v1,YES
GCF_003057865.1_ASM305786v1,NO
GCF_003065425.1_ASM306542v1,NO
GCF_003112775.1_ASM311277v1,NO
GCF_003148845.1_ASM314884v1,YES
GCF_003253775.1_ASM325377v1,NO
GCF_003254575.1_ASM325457v1,NO
GCF_003324525.1_ASM332452v1,NO
GCF_003345655.1_ASM334565v1,NO
GCF_003351025.1_ASM335102v1,YES
GCF_003432065.1_ASM343206v1,YES
GCF_003432115.1_ASM343211v1,YES
GCF_003576455.2_ASM357645v2,YES
GCF_003596335.1_ASM359633v1,NO
GCF_003633615.1_ASM363361v1,NO
GCF_003634695.1_ASM363469v1,NO
GCF_003667565.1_ASM366756v1,NO
GCF_003667575.1_ASM366757v1,NO
GCF_003668565.1_ASM366856v1,NO
GCF_003675385.1_ASM367538v1,YES
GCF_003814695.1_ASM381469v1,NO
GCF_003966915.1_ASM396691v1,NO
GCF_004005815.1_ASM400581v1,YES
GCF_004054195.1_ASM405419v1,YES
GCF_004139715.1_ASM413971v1,NO
GCF_004168255.1_ASM416825v1,YES
GCF_004216915.1_ASM421691v1,NO
GCF_004346165.1_ASM434616v1,NO
GCF_004378255.1_ASM437825v1,YES
GCF_004519315.1_ASM451931v1,YES
GCF_004569585.1_ASM456958v1,NO
GCF_004793925.1_ASM479392v1,NO
GCF_004801635.1_ASM480163v1,NO
GCF_004803695.1_ASM480369v1,NO
GCF_006151975.2_ASM615197v2,NO
GCF_007558865.1_ASM755886v1,NO
GCF_007714185.1_ASM771418v1,NO
GCF_007748075.1_ASM774807v1,NO
GCF_007830615.1_ASM783061v1,YES
GCF_007846085.1_ASM784608v1,YES
GCF_007846095.1_ASM784609v1,NO
GCF_007971025.1_ASM797102v1,YES
GCF_007971525.1_ASM797152v1,YES
GCF_008692955.1_ASM869295v1,NO
GCF_008931805.1_ASM893180v1,NO
GCF_009735625.1_ASM973562v1,NO
GCF_009754905.2_ASM975490v2,YES
GCF_009754915.1_ASM975491v1,NO
GCF_009755275.1_ASM975527v1,NO
GCF_009928685.1_ASM992868v1,YES
GCF_010723305.1_ASM1072330v1,NO
GCF_010723575.1_ASM1072357v1,NO
GCF_010726765.1_ASM1072676v1,NO
GCF_010727945.1_ASM1072794v1,NO
GCF_010728725.1_ASM1072872v1,NO
GCF_010730195.1_ASM1073019v1,NO
GCF_010730355.1_ASM1073035v1,NO
GCF_010730745.1_ASM1073074v1,NO
GCF_010731535.1_ASM1073153v1,NO
GCF_010731775.1_ASM1073177v1,NO
GCF_010994095.1_ASM1099409v1,NO
GCF_011089895.1_ASM1108989v1,YES
GCF_011250635.1_ASM1125063v1,NO
GCF_011250645.1_ASM1125064v1,NO
GCF_012849215.1_ASM1284921v1,YES
GCF_013087555.1_ASM1308755v1,YES
GCF_013283875.1_ASM1328387v1,YES
GCF_014263315.1_ASM1426331v1,NO
GCF_014635825.1_ASM1463582v1,YES
GCF_014638095.1_ASM1463809v1,NO
GCF_014643835.1_ASM1464383v1,YES
GCF_014651755.1_ASM1465175v1,YES
GCF_014652135.1_ASM1465213v1,NO
GCF_014773245.1_ASM1477324v1,YES
GCF_014773265.1_ASM1477326v1,YES
GCF_014773275.1_ASM1477327v1,YES
GCF_014855505.1_ASM1485550v1,NO
GCF_015221995.1_ASM1522199v1,YES
GCF_016028775.1_ASM1602877v1,NO
GCF_016522075.1_ASM1652207v1,NO
GCF_016742955.1_ASM1674295v1,NO
GCF_016861545.1_ASM1686154v1,NO
GCF_016902415.1_ASM1690241v1,NO
GCF_017349295.1_ASM1734929v1,NO
GCF_017569325.1_ASM1756932v1,YES
GCF_017912535.1_ASM1791253v1,NO
GCF_019391655.1_ASM1939165v1,YES
GCF_019645855.1_ASM1964585v1,NO
GCF_020424085.1_ASM2042408v1,NO
GCF_020736005.1_ASM2073600v1,NO
GCF_020783335.1_ASM2078333v1,YES
GCF_021215455.1_ASM2121545v1,NO
GCF_021295315.1_ASM2129531v1,NO
GCF_021295345.1_ASM2129534v1,NO
GCF_021596945.1_ASM2159694v1,NO
GCF_022175585.1_ASM2217558v1,NO
GCF_022359095.1_ASM2235909v1,NO
GCF_022701215.1_ASM2270121v1,NO
GCF_022749515.1_ASM2274951v1,NO
GCF_022953055.1_ASM2295305v1,YES
GCF_024055575.1_ASM2405557v1,YES
GCF_024055595.1_ASM2405559v1,YES
GCF_024498135.1_ASM2449813v1,YES
GCF_024721155.1_ASM2472115v1,YES
GCF_024733845.1_ASM2473384v1,NO
GCF_024808255.1_ASM2480825v1,YES
GCF_025506335.1_ASM2550633v1,NO
GCF_025567005.1_ASM2556700v1,NO
GCF_025567565.1_ASM2556756v1,NO
GCF_025643275.1_ASM2564327v1,NO
GCF_025822555.1_ASM2582255v1,NO
GCF_025822765.1_ASM2582276v1,NO
GCF_025985205.1_ASM2598520v1,NO
GCF_026011875.1_ASM2601187v1,NO
GCF_028596025.1_ASM2859602v1,YES
GCF_030409315.1_ASM3040931v1,YES
GCF_030409325.1_ASM3040932v1,NO
GCF_030409405.1_ASM3040940v1,NO
GCF_900059565.1_PRJEB12696,NO
GCF_900078675.2_PRJEB13236,NO
GCF_900101875.1_IMG-taxon_2671180113_annotated_assembly,YES
GCF_900105165.1_IMG-taxon_2667528181_annotated_assembly,YES
GCF_900110105.1_IMG-taxon_2651870109_annotated_assembly,NO
GCF_900115155.1_IMG-taxon_2667527394_annotated_assembly,YES
GCF_900119705.1_PRJEB14245,NO
GCF_900120065.1_clc.v6.5.LFI5006.01,NO
GCF_900155965.1_IMG-taxon_2681812809_annotated_assembly,YES
GCF_900163835.1_ASM90016383v1,NO
GCF_900176255.2_PRJEB20293,NO
GCF_900182775.1_IMG-taxon_2724679820_annotated_assembly,NO
GCF_900292015.1_MB901379,NO
GCF_900453175.1_51108_C01,NO
GCF_900453245.1_48269_E01,NO
GCF_900453285.1_52191_F01,NO
GCF_900453305.1_48853_D02,NO
GCF_900453335.1_48853_C02,NO
GCF_900465055.1_MORIYA_PRJEB24680v2,NO
GCF_900566055.1_LAUMK13,NO
GCF_900566065.1_LAUMK136,NO
GCF_900637105.1_48290_D02,NO
GCF_902363655.1_MGYG-HGUT-00135,NO
GCF_902387845.1_UHGG_MGYG-HGUT-02512,NO
GCF_000008365.1_ASM836v1,NO
GCF_000012765.1_ASM1276v1,NO
GCF_000015305.1_ASM1530v1,NO
GCF_000023685.1_ASM2368v1,NO
GCF_000025845.1_ASM2584v1,NO
GCF_000164135.1_ASM16413v1,NO
GCF_000184435.1_ASM18443v1,NO
GCF_000195955.2_ASM19595v2,NO
GCF_000200735.1_ASM20073v1,NO
GCF_000203215.1_ASM20321v1,NO
GCF_000214155.1_ASM21415v1,NO
GCF_000238995.1_ASM23899v1,NO
GCF_000253095.1_ASM25309v1,NO
GCF_000277795.1_ASM27779v1,NO
GCF_000477415.1_ASM47741v1,NO
GCF_000508245.1_ASM50824v1,NO
GCF_000518305.1_ASM51830v1,NO
GCF_000613185.1_PRJEB5748_assembly_1,NO
GCF_000622205.1_ASM62220v1,NO
GCF_000687795.1_ASM68779v1,NO
GCF_000687815.1_ASM68781v1,NO
GCF_000701825.1_ASM70182v1,NO
GCF_000702705.1_ASM70270v1,NO
GCF_000733865.1_ASM73386v1,NO
GCF_000805375.1_ASM80537v1,NO
GCF_000875755.1_ASM87575v1,NO
GCF_000878195.1_ASM87819v1,NO
GCF_001050015.1_Mycobacterium_malmesburii_WCM_7299,NO
GCF_001050035.1_Mycobacterium_komanii_GPK_1020,NO
GCF_001245615.1_Mycobacterium_neworleansense_assembly_1,NO
GCF_001456355.1_ASM145635v1,NO
GCF_001499835.1_ASM149983v1,NO
GCF_001552315.1_ASM155231v1,NO
GCF_001570425.1_ASM157042v1,NO
GCF_001605725.1_ASM160572v1,NO
GCF_001632805.1_ASM163280v1,NO
GCF_001655245.1_ASM165524v1,NO
GCF_001667535.1_ASM166753v1,NO
GCF_001722335.1_ASM172233v1,NO
GCF_001853795.1_ASM185379v1,NO
GCF_001854525.1_ASM185452v1,NO
GCF_001942625.1_ASM194262v1,NO
GCF_002086115.1_ASM208611v1,NO
GCF_002086285.1_ASM208628v1,NO
GCF_002086515.1_ASM208651v1,NO
GCF_002086695.1_ASM208669v1,NO
GCF_002086735.1_ASM208673v1,NO
GCF_002086795.1_ASM208679v1,NO
GCF_002086915.1_ASM208691v1,NO
GCF_002101555.1_ASM210155v1,NO
GCF_002101585.1_ASM210158v1,NO
GCF_002101705.1_ASM210170v1,NO
GCF_002101775.1_ASM210177v1,NO
GCF_002101785.1_ASM210178v1,NO
GCF_002101815.1_ASM210181v1,NO
GCF_002101965.1_ASM210196v1,NO
GCF_002102065.1_ASM210206v1,NO
GCF_002102265.1_ASM210226v1,NO
GCF_002102355.1_ASM210235v1,NO
GCF_002102395.1_ASM210239v1,NO
GCF_002102415.1_ASM210241v1,NO
GCF_002104765.1_ASM210476v1,NO
GCF_002116635.1_ASM211663v1,NO
GCF_002250655.1_ASM225065v1,NO
GCF_002356315.1_ASM235631v1,NO
GCF_002592005.1_ASM259200v1,NO
GCF_003046475.1_ASM304647v1,YES
GCF_003408705.1_ASM340870v1,NO
GCF_003584745.1_ASM358474v1,NO
GCF_003614435.1_ASM361443v1,NO
GCF_003719305.1_ASM371930v1,NO
GCF_003855255.1_ASM385525v1,NO
GCF_003855455.1_ASM385545v1,NO
GCF_004028015.1_ASM402801v1,NO
GCF_004335975.1_ASM433597v1,NO
GCF_004335995.1_5H,NO
GCF_004359005.1_ASM435900v1,NO
GCF_004362335.1_ASM436233v1,NO
GCF_004721035.1_ASM472103v1,NO
GCF_004924335.1_ASM492433v1,NO
GCF_005670685.2_ASM567068v2,NO
GCF_006228185.1_ASM622818v1,NO
GCF_007858515.1_ASM785851v1,NO
GCF_008329645.1_ASM832964v1,NO
GCF_010722915.1_ASM1072291v1,NO
GCF_010722995.1_ASM1072299v1,NO
GCF_010723225.1_ASM1072322v1,NO
GCF_010723515.1_ASM1072351v1,NO
GCF_010723675.1_ASM1072367v1,NO
GCF_010723735.1_ASM1072373v1,NO
GCF_010725485.1_ASM1072548v1,NO
GCF_010725725.1_ASM1072572v1,NO
GCF_010725885.1_ASM1072588v1,NO
GCF_010726085.1_ASM1072608v1,NO
GCF_010726245.1_ASM1072624v1,NO
GCF_010726505.1_ASM1072650v1,NO
GCF_010726645.1_ASM1072664v1,NO
GCF_010726955.1_ASM1072695v1,NO
GCF_010727325.1_ASM1072732v1,NO
GCF_010727475.1_ASM1072747v1,NO
GCF_010727605.1_ASM1072760v1,NO
GCF_010728155.1_ASM1072815v1,NO
GCF_010728325.1_ASM1072832v1,NO
GCF_010728525.1_ASM1072852v1,NO
GCF_010728925.1_ASM1072892v1,NO
GCF_010729105.1_ASM1072910v1,NO
GCF_010729305.1_ASM1072930v1,NO
GCF_010729485.1_ASM1072948v1,NO
GCF_010729665.1_ASM1072966v1,NO
GCF_010729895.1_ASM1072989v1,NO
GCF_010730055.1_ASM1073005v1,NO
GCF_010730575.1_ASM1073057v1,NO
GCF_010731115.1_ASM1073111v1,NO
GCF_010731295.1_ASM1073129v1,NO
GCF_010731575.1_ASM1073157v1,NO
GCF_010731595.1_ASM1073159v1,NO
GCF_010731615.1_ASM1073161v1,NO
GCF_010731635.1_ASM1073163v1,NO
GCF_010731655.1_ASM1073165v1,NO
GCF_010731695.1_ASM1073169v1,NO
GCF_010731715.1_ASM1073171v1,NO
GCF_010731735.1_ASM1073173v1,NO
GCF_010731755.1_ASM1073175v1,NO
GCF_010731795.1_ASM1073179v1,NO
GCF_010731815.2_ASM1073181v2,NO
GCF_010731835.1_ASM1073183v1,NO
GCF_010731855.1_ASM1073185v1,NO
GCF_010731875.1_ASM1073187v1,NO
GCF_010731895.1_ASM1073189v1,NO
GCF_012223425.1_ASM1222342v1,NO
GCF_012934855.1_ASM1293485v1,NO
GCF_012934885.1_ASM1293488v1,NO
GCF_013008635.1_ASM1300863v1,NO
GCF_013008815.1_ASM1300881v1,NO
GCF_013349145.1_ASM1334914v1,NO
GCF_013404075.1_ASM1340407v1,NO
GCF_013466425.1_ASM1346642v1,NO
GCF_014068355.1_ASM1406835v1,NO
GCF_014196765.1_ASM1419676v1,YES
GCF_014295435.1_ASM1429543v1,NO
GCF_016313185.1_ASM1631318v1,NO
GCF_016756055.1_ASM1675605v1,NO
GCF_016919345.1_ASM1691934v1,NO
GCF_016919645.1_ASM1691964v1,NO
GCF_016925555.1_ASM1692555v1,NO
GCF_017052595.1_ASM1705259v1,NO
GCF_017876775.1_ASM1787677v1,NO
GCF_018278905.1_ASM1827890v1,NO
GCF_018363015.1_ASM1836301v1,NO
GCF_018455725.1_ASM1845572v1,NO
GCF_019456655.1_ASM1945665v1,NO
GCF_019456675.1_ASM1945667v1,NO
GCF_019645815.1_ASM1964581v1,NO
GCF_019645835.1_ASM1964583v1,NO
GCF_019645875.1_ASM1964587v1,NO
GCF_019668465.1_ASM1966846v1,NO
GCF_019710635.1_ASM1971063v1,NO
GCF_019739075.1_ASM1973907v1,NO
GCF_020616615.1_ASM2061661v1,NO
GCF_021183725.1_ASM2118372v1,NO
GCF_021916785.1_ASM2191678v1,NO
GCF_022370755.2_ASM2237075v2,NO
GCF_022370835.2_ASM2237083v2,NO
GCF_022374935.2_ASM2237493v2,NO
GCF_022430545.2_ASM2243054v2,NO
GCF_024722375.1_ASM2472237v1,NO
GCF_024742155.1_ASM2474215v1,NO
GCF_024918975.1_ASM2491897v1,NO
GCF_025215495.1_ASM2521549v1,NO
GCF_025486335.1_ASM2548633v1,NO
GCF_025779955.1_ASM2577995v1,NO
GCF_025821625.1_ASM2582162v1,NO
GCF_025822245.1_ASM2582224v1,NO
GCF_025822605.1_ASM2582260v1,NO
GCF_025822865.1_ASM2582286v1,NO
GCF_025823185.1_ASM2582318v1,NO
GCF_025823315.1_ASM2582331v1,NO
GCF_027570695.1_ASM2757069v1,NO
GCF_029677705.1_ASM2967770v1,NO
GCF_029854255.1_ASM2985425v1,NO
GCF_900078685.2_PRJEB13234,NO
GCF_900108565.1_IMG-taxon_2636415969_annotated_assembly,NO
GCF_900157365.1_PRJEB19151,NO
GCF_900157375.1_PRJEB19165,NO
GCF_900157385.1_PRJEB19184,NO
GCF_900187065.1_50465_H02,NO
GCF_900187145.1_50818_H01,NO
GCF_900232995.1_PRJEB22891,NO
GCF_900289185.1_PRJEB24917,NO
GCF_900417275.1_PRJEB26812,NO
GCF_900453395.1_53750_B01,NO
GCF_900453455.1_52223_C01,NO
GCF_900453675.1_52601_G01,NO
GCF_900476175.1_50648_D01,NO
GCF_900566075.1_MK142,NO
GCF_900603025.1_MHAS,NO
GCF_900637195.1_50279_F01,NO
GCF_900637205.1_50279_G01,NO
GCF_902168065.1_PRJEB33515,NO
GCF_905219535.1_MR226,NO
GCF_000012685.1_ASM1268v1,NO
GCF_000020005.1_ASM2000v1,NO
GCF_000021725.1_ASM2172v1,NO
GCF_000024365.1_ASM2436v1,NO
GCF_000027325.1_ASM2732v1,NO
GCF_000178375.1_ASM17837v1,NO
GCF_000186005.1_ASM18600v1,NO
GCF_000280925.3_ASM28092v3,NO
GCF_000286675.1_ASM28667v1,NO
GCF_000307875.1_BABA1.0,NO
GCF_000328725.1_ASM32872v1,NO
GCF_000331735.1_ASM33173v1,NO
GCF_000346615.1_NafTru1.0,YES
GCF_000373105.1_ASM37310v1,NO
GCF_000374145.1_ASM37414v1,NO
GCF_000422345.1_ASM42234v1,YES
GCF_000426645.1_ASM42664v1,NO
GCF_000526955.1_ASM52695v1,NO
GCF_000612625.1_JCE,NO
GCF_000612665.1_FF4,NO
GCF_000621085.1_ASM62108v1,NO
GCF_000685905.1_ASM68590v1,NO
GCF_000686585.1_ASM68658v1,NO
GCF_000687775.1_ASM68777v1,NO
GCF_000701485.1_ASM70148v1,NO
GCF_000701785.1_ASM70178v1,NO
GCF_000701805.1_ASM70180v1,NO
GCF_000702785.1_ASM70278v1,NO
GCF_000712185.1_ASM71218v1,NO
GCF_000827595.2_Necropsobacter_senegalensis_FF6,NO
GCF_000833025.1_ASM83302v1,NO
GCF_000988065.1_ASM98806v1,NO
GCF_001026695.1_ASM102669v1,NO
GCF_001048695.1_PRJEB8581_assembly_1,NO
GCF_001299475.1_Neofamilia_massiliensis,NO
GCF_001547975.1_ASM154797v1,NO
GCF_001591485.1_ASM159148v1,NO
GCF_001591505.1_ASM159150v1,NO
GCF_001598495.1_ASM159849v1,NO
GCF_001636315.1_ASM163631v1,NO
GCF_001636395.1_ASM163639v1,NO
GCF_001636415.1_ASM163641v1,NO
GCF_001884735.1_ASM188473v1,NO
GCF_001887245.1_ASM188724v1,NO
GCF_002005465.1_ASM200546v1,NO
GCF_002165625.1_ASM216562v1,NO
GCF_002216005.1_ASM221600v1,NO
GCF_002216145.1_ASM221614v1,NO
GCF_002272945.1_ASM227294v1,NO
GCF_002335815.1_ASM233581v1,NO
GCF_002343915.1_ASM234391v1,NO
GCF_002631205.1_ASM263120v1,NO
GCF_002934605.1_ASM293460v1,NO
GCF_003013245.1_ASM301324v1,NO
GCF_003260015.1_ASM326001v1,NO
GCF_003285065.1_ASM328506v1,NO
GCF_003351545.1_ASM335154v1,YES
GCF_003351565.1_ASM335156v1,YES
GCF_003362805.1_ASM336280v1,NO
GCF_003490325.1_ASM349032v1,YES
GCF_003495225.1_ASM349522v1,YES
GCF_003515685.1_ASM351568v1,NO
GCF_003576595.1_ASM357659v1,NO
GCF_003813885.1_ASM381388v1,NO
GCF_003860405.1_ASM386040v1,NO
GCF_003925935.1_ASM392593v1,NO
GCF_004216495.1_ASM421649v1,NO
GCF_004337635.1_ASM433763v1,NO
GCF_004339095.1_ASM433909v1,NO
GCF_004342165.1_ASM434216v1,NO
GCF_004345615.1_ASM434561v1,NO
GCF_004364575.1_ASM436457v1,NO
GCF_004364645.1_ASM436464v1,NO
GCF_004365095.1_ASM436509v1,NO
GCF_004768465.1_ASM476846v1,NO
GCF_004801885.1_ASM480188v1,NO
GCF_004803465.1_ASM480346v1,NO
GCF_005061465.1_ASM506146v1,NO
GCF_005221285.1_ASM522128v1,NO
GCF_005221305.1_ASM522130v1,NO
GCF_005298075.1_ASM529807v1,NO
GCF_006334135.1_ASM633413v1,NO
GCF_006542335.1_ASM654233v1,NO
GCF_006546935.1_ASM654693v1,NO
GCF_006636215.1_ASM663621v1,NO
GCF_008014675.1_ASM801467v1,NO
GCF_008330805.1_ASM833080v1,YES
GCF_008806995.1_ASM880699v1,NO
GCF_008807015.1_ASM880701v1,NO
GCF_009150585.1_ASM915058v1,NO
GCF_009671065.1_ASM967106v1,NO
GCF_009707545.1_ASM970754v1,NO
GCF_009711055.1_ASM971105v1,NO
GCF_009792295.1_ASM979229v1,NO
GCF_009936335.1_ASM993633v1,NO
GCF_010091945.1_ASM1009194v1,NO
GCF_010614825.1_ASM1061482v1,NO
GCF_010894455.1_ASM1089445v1,NO
GCF_010894475.1_ASM1089447v1,NO
GCF_010975035.1_ASM1097503v1,NO
GCF_011393025.1_ASM1139302v1,NO
GCF_011927835.1_ASM1192783v1,NO
GCF_013002705.1_ASM1300270v1,NO
GCF_013030075.1_ASM1303007v1,YES
GCF_013248975.1_ASM1324897v1,NO
GCF_013393745.1_ASM1339374v1,NO
GCF_013408305.1_ASM1340830v1,NO
GCF_014054885.1_ASM1405488v1,YES
GCF_014054965.1_ASM1405496v1,NO
GCF_014055025.1_ASM1405502v1,NO
GCF_014197245.1_ASM1419724v1,NO
GCF_014297595.1_ASM1429759v1,YES
GCF_014349155.1_ASM1434915v1,NO
GCF_014646215.1_ASM1464621v1,NO
GCF_014656545.1_ASM1465654v1,NO
GCF_014763015.1_ASM1476301v1,NO
GCF_014773395.1_ASM1477339v1,NO
GCF_016908975.1_ASM1690897v1,NO
GCF_016918035.1_ASM1691803v1,NO
GCF_016918095.1_ASM1691809v1,NO
GCF_016925535.1_ASM1692553v1,NO
GCF_016925615.1_ASM1692561v1,NO
GCF_017753665.1_ASM1775366v1,NO
GCF_017921895.1_ASM1792189v1,NO
GCF_018122595.1_ASM1812259v1,NO
GCF_018343535.1_ASM1834353v1,NO
GCF_018343545.2_ASM1834354v2,NO
GCF_018372105.1_ASM1837210v1,NO
GCF_019457915.1_ASM1945791v1,NO
GCF_020905415.1_ASM2090541v1,NO
GCF_022539405.1_ASM2253940v1,NO
GCF_022749495.1_ASM2274949v1,NO
GENOME,HOMOLOG
GCF_022870885.1_ASM2287088v1,NO
GCF_022870905.1_ASM2287090v1,NO
GCF_023223645.1_ASM2322364v1,NO
GCF_023227745.1_ASM2322774v1,NO
GCF_023472875.1_ASM2347287v1,NO
GCF_024170285.1_ASM2417028v1,NO
GCF_024170465.1_ASM2417046v1,NO
GCF_024198215.1_ASM2419821v1,NO
GCF_024198235.1_ASM2419823v1,NO
GCF_024198255.1_ASM2419825v1,NO
GCF_024299005.1_ASM2429900v1,NO
GCF_024498215.1_ASM2449821v1,NO
GCF_024498255.1_ASM2449825v1,NO
GCF_024498275.1_ASM2449827v1,NO
GCF_024722315.1_ASM2472231v1,NO
GCF_024834045.1_ASM2483404v1,NO
GCF_026626665.1_ASM2662666v1,NO
GCF_026805325.1_ASM2680532v1,NO
GCF_029218125.1_ASM2921812v1,NO
GCF_030296595.1_ASM3029659v1,NO
GCF_900048895.1_PRJEB12697,NO
