Assembly Accession	Assembly Name	Assembly Level	Organism Name	CheckM completeness	Assembly Stats Total Sequence Length
GCF_001913155.1	ASM191315v1	Complete Genome	Maribacter hydrothermalis	96.91	4271158
GCF_025244665.1	ASM2524466v1	Complete Genome	Maribacter litopenaei	52.05	3864532
GCF_902506355.1	MARI151_assembly	Scaffold	Maribacter litoralis	96.96	4364915
GCF_009674825.1	ASM967482v1	Scaffold	Maribacter luteus	93.61	4651603
GCF_900109345.1	IMG-taxon 2622736438 annotated assembly	Scaffold	Maribacter orientalis	95.65	4163533
GCF_003148665.1	ASM314866v1	Scaffold	Maribacter polysiphoniae	95	5129962
GCF_900188415.1	IMG-taxon 2622736538 annotated assembly	Scaffold	Maribacter sedimenticola	97.47	4269365
GCF_004364165.1	ASM436416v1	Scaffold	Maribacter spongiicola	95.81	4455565
GCF_900112245.1	IMG-taxon 2622736542 annotated assembly	Scaffold	Maribacter stanieri	97.01	4460741
GCF_001020565.1	ASM102056v1	Scaffold	Maribacter thermophilus	92.93	4050606
GCF_900155985.1	IMG-taxon 2681813549 annotated assembly	Contig	Maribacter ulvicola	96.59	4511475
GCF_003634105.1	ASM363410v1	Scaffold	Maribacter vaceletii	93.85	3889815
GCF_009762775.1	ASM976277v1	Complete Genome	Maribellus comscasis	98.3	7811310
GCF_003576475.1	ASM357647v1	Scaffold	Maribellus luteus	98.67	6145806
GCF_022267315.1	ASM2226731v1	Contig	Maribellus maritimus	98.3	7334083
GCF_011799835.1	ASM1179983v1	Contig	Maribellus sediminis	98.3	5572425
GCF_006385675.1	ASM638567v1	Contig	Maribrevibacterium harenarium	99.34	3682462
GCF_005871165.1	ASM587116v1	Contig	Maricaulis alexandrii	99.98	3348699
GCF_003634045.1	ASM363404v1	Scaffold	Maricaulis maris	99.32	3568848
GCF_016817355.1	ASM1681735v1	Scaffold	Maricaulis parjimensis	99.98	3348930
GCF_900103475.1	IMG-taxon 2634166316 annotated assembly	Contig	Maricaulis salignorans	100	3117768
GCF_027922185.1	ASM2792218v1	Scaffold	Maricaulis virginensis	99.3	3663049
GCF_012276755.1	Mbh	Contig	Marichromatium bheemlicum	96	3644688
GCF_004343155.1	ASM434315v1	Scaffold	Marichromatium gracile	99.58	3830035
GCF_000429985.1	ASM42998v1	Scaffold	Maridesulfovibrio bastinii DSM 16055	100	3909169
GCF_900101105.1	IMG-taxon 2599185335 annotated assembly	Scaffold	Maridesulfovibrio ferrireducens	99.63	3872848
GCF_000711735.1	ASM71173v1	Scaffold	Maridesulfovibrio frigidus DSM 17176	99.63	4185035
GCF_000331025.1	ASM33102v1	Chromosome	Maridesulfovibrio hydrothermalis AM13 = DSM 14728	99.81	3708362
GCF_000023445.1	ASM2344v1	Complete Genome	Maridesulfovibrio salexigens DSM 2638	99.35	4289847
GCF_000425265.1	ASM42526v1	Scaffold	Maridesulfovibrio zosterae DSM 11974	100	4092653
GCF_007828725.1	ASM782872v1	Contig	Marihabitans asiaticum	96.27	2953873
GCF_021611515.1	ASM2161151v1	Complete Genome	Mariluticola halotolerans	97.8	3446865
GCF_005434965.1	ASM543496v1	Scaffold	Marimonas lutisalis	99.12	4319764
GCF_900167435.1	IMG-taxon 2524614583 annotated assembly	Scaffold	Marinactinospora thermotolerans DSM 45154	99.95	5663707
GCF_001296225.1	ASM129622v1	Contig	Marinagarivorans algicola	99.72	4020832
GCF_021655555.1	ASM2165555v1	Complete Genome	Marinagarivorans cellulosilyticus	100	5311067
GCF_002210095.1	ASM221009v1	Contig	Marinibacterium profundimaris	99.27	6152202
GCF_030160855.1	ASM3016085v1	Scaffold	Marinibactrum halimedae	99.86	5089780
GCF_008087665.1	ASM808766v1	Complete Genome	Mariniblastus fucicola	95.77	6570840
GCF_017161425.1	ASM1716142v1	Complete Genome	Marinicauda algicola	98.63	3424851
GCF_009806145.1	ASM980614v1	Contig	Marinicauda pacifica	98.65	3008274
GCF_003122085.1	ASM312208v1	Contig	Marinicauda salina	98.31	2887656
GCF_002943565.1	ASM294356v1	Contig	Marinicaulis flavus	97.95	4924481
GCF_004363335.1	ASM436333v1	Scaffold	Marinicella litoralis	76.95	3343788
GCF_014636635.1	ASM1463663v1	Scaffold	Marinicella pacifica	77.35	2935909
GCF_009671245.1	ASM967124v1	Contig	Marinicella rhabdoformis	78.58	3348298
GCF_002000055.1	ASM200005v1	Scaffold	Marinicella sediminis	78.81	3989979
GCF_013328345.1	ASM1332834v1	Contig	Marinifaba aquimaris	95.02	4172146
GCF_003202155.1	ASM320215v1	Contig	Marinifilum breve	97.73	5613963
GCF_013141825.1	ASM1314182v1	Contig	Marinifilum caeruleilacunae	95.21	5290097
GCF_003610555.1	ASM361055v1	Scaffold	Marinifilum flexuosum	97.36	5169742
GCF_001310955.1	ASM131095v1	Contig	Marinifilum fragile JCM 15579	95.85	4718481
GCF_004341235.1	ASM434123v1	Scaffold	Mariniflexile fucanivorans	99.35	4735576
GCF_017814435.1	ASM1781443v1	Scaffold	Mariniflexile gromovii	100	4279188
GCF_009746565.1	ASM974656v1	Scaffold	Mariniflexile maritimum	100	3659224
GCF_012926615.1	ASM1292661v1	Scaffold	Marinigracilibium pacificum	98.51	4956116
GCF_003121985.1	ASM312198v1	Contig	Marinilabilia rubra	98.86	5377742
GCF_000259075.1	ASM25907v1	Contig	Marinilabilia salmonicolor JCM 21150	99.24	4982627
GCF_017599325.1	ASM1759932v1	Contig	Marinilactibacillus kalidii	96.45	2618466
GCF_900114235.1	IMG-taxon 2636415975 annotated assembly	Scaffold	Marinilactibacillus piezotolerans	97.34	2554689
GCF_007989385.1	ASM798938v1	Contig	Marinilactibacillus psychrotolerans	97.29	2482538
GCF_020149935.1	ASM2014993v1	Complete Genome	Marinilongibacter aquaticus	98.63	4635932
GCF_000423345.1	ASM42334v1	Scaffold	Marinimicrobium agarilyticum DSM 16975	100	4502291
GCF_003259155.1	ASM325915v1	Contig	Marinimicrobium alkaliphilum	100	3786040
GCF_003762925.1	ASM376292v1	Contig	Marinimicrobium koreense	100	3848416
GCF_900116235.1	IMG-taxon 2675903148 annotated assembly	Scaffold	Marininema halotolerans	84.69	3568596
GCF_900106775.1	IMG-taxon 2693429881 annotated assembly	Scaffold	Marininema mesophilum	83.75	3331831
GCF_900129025.1	IMG-taxon 2695420943 annotated assembly	Scaffold	Mariniphaga anaerophila	98.67	5048302
GCF_003573545.1	ASM357354v1	Contig	Mariniphaga sediminis	98.67	5826160
GCF_016865445.1	ASM1686544v1	Complete Genome	Mariniplasma anaerobium	97.44	1898628
GCF_000330725.2	ASM33072v2	Contig	Mariniradius saccharolyticus AK6	100	4854424
GCF_021491425.1	ASM2149142v1	Contig	Mariniradius sediminis	97.24	4756398
GCF_003353425.1	ASM335342v1	Scaffold	Marinirhabdus gelatinilytica	99.68	3293993
GCF_004345705.1	ASM434570v1	Contig	Marinisporobacter balticus	99.09	3865388
GCF_003336425.1	ASM333642v1	Contig	Marinitenerispora sediminis	95.78	6010989
GCF_014641195.1	ASM1464119v1	Contig	Marinithermofilum abyssi	84.39	3523418
GCF_000195335.1	ASM19533v1	Complete Genome	Marinithermus hydrothermalis DSM 14884	99.7	2269167
GCF_900129175.1	IMG-taxon 2585428042 annotated assembly	Scaffold	Marinitoga hydrogenitolerans DSM 16785	96.69	2312367
GCF_004135675.1	ASM413567v1	Contig	Marinitoga lauensis	86.38	2595202
GCF_016908145.1	ASM1690814v1	Contig	Marinitoga litoralis	96.88	2295579
GCF_000255135.1	ASM25513v1	Complete Genome	Marinitoga piezophila KA3	95.38	2244793
GCF_018972165.1	ASM1897216v1	Complete Genome	Marinobacter adhaerens	99.92	4420856
GCF_005871205.1	ASM587120v1	Scaffold	Marinobacter alexandrii	99.24	4337754
GCF_000170835.1	ASM17083v1	Contig	Marinobacter algicola DG893	99.59	4413003
GCF_900142385.1	IMG-taxon 2667527391 annotated assembly	Contig	Marinobacter antarcticus	99.04	3740786
GCF_019264345.1	ASM1926434v1	Scaffold	Marinobacter arenosus	99.61	4112988
GCF_002806975.1	ASM280697v1	Contig	Marinobacter aromaticivorans	97.84	4110204
GCF_003258515.1	ASM325851v1	Contig	Marinobacter bohaiensis	97.81	4755891
GCF_023156245.1	ASM2315624v1	Scaffold	Marinobacter bryozoorum	94.9	4262190
GCF_011074955.1	ASM1107495v1	Scaffold	Marinobacter caseinilyticus	97.58	4312424
GCF_009193265.1	ASM919326v1	Contig	Marinobacter changyiensis	98.17	4346454
GCF_008795935.1	ASM879593v1	Contig	Marinobacter confluentis	97.79	3743532
GCF_000421165.1	ASM42116v1	Scaffold	Marinobacter daepoensis DSM 16072	99.61	3830061
GCF_012070355.1	ASM1207035v1	Scaffold	Marinobacter daqiaonensis	96.17	3935899
GCF_008795955.1	ASM879595v1	Contig	Marinobacter denitrificans	99	4926419
GCF_003363485.1	ASM336348v1	Contig	Marinobacter flavimaris	99.61	4462136
GCF_008122265.1	ASM812226v1	Complete Genome	Marinobacter fonticola	96.59	4543926
GCF_003007675.1	ASM300767v1	Scaffold	Marinobacter fuscus	99.13	4125126
GCF_000372805.1	ASM37280v1	Scaffold	Marinobacter gelidimuriae	97.14	3633797
GCF_023156235.1	ASM2315623v1	Contig	Marinobacter goseongensis	94.1	3966729
GCF_900115175.1	IMG-taxon 2617270919 annotated assembly	Scaffold	Marinobacter gudaonensis	97.73	3839018
GCF_002744735.1	ASM274473v1	Scaffold	Marinobacter guineae	99.18	4458884
GCF_004327985.1	ASM432798v1	Contig	Marinobacter halodurans	97.65	5266295
GCF_003007685.1	ASM300768v1	Scaffold	Marinobacter halophilus	98.66	3917476
GCF_008795985.1	ASM879598v1	Contig	Marinobacter halotolerans	99.24	3784848
GCF_023156285.1	ASM2315628v1	Contig	Marinobacter koreensis	96.64	3777666
GCF_000397065.2	MarLipol1.0	Scaffold	Marinobacter lipolyticus SM19	98.51	4020008
GCF_003336705.1	ASM333670v1	Contig	Marinobacter litoralis	98.8	3452504
GCF_001981305.1	ASM198130v1	Contig	Marinobacter lutaoensis	94.98	3827309
GCF_016798325.1	ASM1679832v1	Contig	Marinobacter mangrovi	96.92	4649115
GCF_007671675.1	ASM767167v1	Contig	Marinobacter maritimus	98.08	4357025
GCF_002933275.1	ASM293327v1	Contig	Marinobacter maroccanus	99	4340695
GCF_900106945.1	IMG-taxon 2617270765 annotated assembly	Scaffold	Marinobacter mobilis	97.1	3971609
GCF_000364845.1	D15-8W.seq.sqn for a Marinobacter nanhaiticus assembly, version 1.0	Scaffold	Marinobacter nanhaiticus D15-8W	97.97	5358909
GCF_000284615.1	ASM28461v1	Complete Genome	Marinobacter nauticus ATCC 49840	99.98	3989480
GCF_000708045.1	Marinobacter sp. AK21	Contig	Marinobacter nitratireducens	98.51	3890033
GCF_004792665.1	ASM479266v1	Contig	Marinobacter orientalis	96.64	4001490
GCF_014201735.1	ASM1420173v1	Scaffold	Marinobacter oulmenensis	93.36	3714611
GCF_005298175.1	ASM529817v1	Scaffold	Marinobacter panjinensis	99.24	4423279
GCF_900114925.1	IMG-taxon 2619618995 annotated assembly	Contig	Marinobacter pelagius	97.36	3800146
GCF_900114155.1	IMG-taxon 2651870104 annotated assembly	Scaffold	Marinobacter persicus	93.04	3158780
GCF_007671655.1	ASM767165v1	Contig	Marinobacter piscensis	94.97	3336972
GCF_002744715.1	ASM274471v1	Scaffold	Marinobacter profundi	96.59	4034607
GCF_001043175.1	ASM104317v1	Complete Genome	Marinobacter psychrophilus	99.2	3998597
GCF_002116735.1	ASM211673v1	Complete Genome	Marinobacter salarius	99.98	4630160
GCF_002806945.1	ASM280694v1	Contig	Marinobacter salexigens	99.11	3820421
GCF_011074795.1	ASM1107479v1	Contig	Marinobacter salicampi	99.4	4345659
GCF_008370345.1	ASM837034v1	Contig	Marinobacter salinexigens	98.62	4240922
GCF_001854125.1	ASM185412v1	Complete Genome	Marinobacter salinus	99.6	4121005
GCF_009617755.1	ASM961775v1	Contig	Marinobacter salsuginis	99.43	4150758
GCF_000347775.1	ASM34777v1	Contig	Marinobacter santoriniensis NKSG1	99.4	4033468
GCF_016820575.1	ASM1682057v1	Scaffold	Marinobacter sediminum	99.24	3719614
GCF_900111555.1	IMG-taxon 2617270929 annotated assembly	Scaffold	Marinobacter segnicrescens	97.54	4218891
GCF_030297115.1	ASM3029711v1	Complete Genome	Marinobacter shengliensis	98.86	4475395
GCF_000830985.1	ASM83098v1	Complete Genome	Marinobacter similis	70.06	3975896
GCF_001045555.1	ASM104555v1	Contig	Marinobacter subterrani	98.61	4453613
GCF_002258215.1	ASM225821v1	Contig	Marinobacter vinifirmus	96.35	3836576
GCF_007559285.1	ASM755928v1	Contig	Marinobacter vulgaris	98.47	3795762
GCF_023156385.1	ASM2315638v1	Contig	Marinobacter xestospongiae	96.61	4669185
GCF_014651935.1	ASM1465193v1	Scaffold	Marinobacter zhanjiangensis	96.81	4097865
GCF_900114775.1	IMG-taxon 2617270916 annotated assembly	Scaffold	Marinobacter zhejiangensis	98.01	4029256
GCF_001651805.1	ASM165180v1	Complete Genome	Marinobacterium aestuarii	94.21	5191608
GCF_017776525.1	ASM1777652v1	Contig	Marinobacterium alkalitolerans	85.51	3335703
GCF_019795155.1	ASM1979515v1	Scaffold	Marinobacterium arenosum	94.43	4802898
GCF_003014615.1	ASM301461v1	Scaffold	Marinobacterium halophilum	84.35	3653655
GCF_017310015.1	ASM1731001v1	Complete Genome	Marinobacterium iners	85.54	4053293
GCF_000620085.1	ASM62008v1	Scaffold	Marinobacterium jannaschii DSM 6295	99.08	5177835
GCF_000705555.1	MarKoc1.0	Contig	Marinobacterium lacunae	95.36	4552885
GCF_000428985.1	ASM42898v1	Scaffold	Marinobacterium litorale DSM 23545	99.56	4380400
GCF_900108065.1	IMG-taxon 2693429862 annotated assembly	Scaffold	Marinobacterium lutimaris	94.63	5568333
GCF_004339595.1	ASM433959v1	Scaffold	Marinobacterium mangrovicola	94.68	4979947
GCF_014645375.1	ASM1464537v1	Scaffold	Marinobacterium nitratireducens	94.72	5546883
GCF_001528745.1	ASM152874v1	Contig	Marinobacterium profundum	91.87	5637742
GCF_019084545.1	ASM1908454v1	Scaffold	Marinobacterium ramblicola	91.53	4886764
GCF_000378045.1	ASM37804v1	Scaffold	Marinobacterium rhizophilum DSM 18822	99.31	5364574
GCF_024267675.1	ASM2426767v1	Contig	Marinobacterium sedimentorum	94.2	5345811
GCF_022343685.1	ASM2234368v1	Complete Genome	Marinobacterium sediminicola	87.07	3554135
GCF_900155945.1	IMG-taxon 2681813548 annotated assembly	Scaffold	Marinobacterium stanieri	91.82	4680330
GCF_014641945.1	ASM1464194v1	Scaffold	Marinobacterium zhoushanense	96.47	4734355
GCF_900166605.1	PRJEB19419	Contig	Marinococcus halophilus	91.62	3266249
GCF_000420725.1	ASM42072v1	Contig	Marinococcus halotolerans DSM 16375	91.8	3139679
GCF_900106595.1	IMG-taxon 2684622904 annotated assembly	Scaffold	Marinococcus luteus	91.88	2908575
GCF_003208215.1	ASM320821v1	Scaffold	Marinomonas alcarazii	97.37	3969578
GCF_020532605.1	ASM2053260v1	Contig	Marinomonas algarum	84.72	3285337
GCF_014805825.1	ASM1480582v1	Complete Genome	Marinomonas algicola	90.69	4490436
GCF_900089755.1	MaquimarinaCECT5080_SPAdes_Prokka	Contig	Marinomonas aquimarina	87.29	3659629
GCF_003314975.1	ASM331497v1	Scaffold	Marinomonas aquiplantarum	96.25	3765697
GCF_014623465.1	ASM1462346v1	Complete Genome	Marinomonas arctica	99.07	4540024
GCF_001639725.1	ASM163972v1	Contig	Marinomonas atlantica	91.18	3861046
GCF_004362145.1	ASM436214v1	Scaffold	Marinomonas balearica	93.86	3882032
GCF_014803385.1	ASM1480338v1	Scaffold	Marinomonas colpomeniae	89.69	3708185
GCF_004363305.1	ASM436330v1	Scaffold	Marinomonas communis	91.62	3854463
GCF_004352835.1	ASM435283v1	Contig	Marinomonas flavescens	90.29	3762212
GCF_016906065.1	ASM1690606v1	Complete Genome	Marinomonas foliarum	96.01	3994789
GCF_001418205.1	ASM141820v1	Scaffold	Marinomonas fungiae	91.16	4189249
GCF_900089985.1	MgallaicaCECT5116_Velvet_Prokka	Scaffold	Marinomonas gallaica	91.94	3826043
GCF_003721245.1	ASM372124v1	Contig	Marinomonas hwangdonensis	90.08	3456993
GCF_019426345.1	ASM1942634v1	Contig	Marinomonas lutimaris	93.12	4543612
GCF_000192865.1	ASM19286v1	Complete Genome	Marinomonas mediterranea MMB-1	99.68	4684316
GCF_016888445.1	ASM1688844v1	Contig	Marinomonas ostreistagni	85.58	3217825
GCF_003362755.1	ASM336275v1	Contig	Marinomonas piezotolerans	90.45	3996314
GCF_900129155.1	IMG-taxon 2582581270 annotated assembly	Scaffold	Marinomonas polaris DSM 16579	98.77	5038537
GCF_003387375.1	ASM338737v1	Scaffold	Marinomonas pollencensis	93.85	3870684
GCF_026191375.1	ASM2619137v1	Contig	Marinomonas pontica	89.21	3554296
GCF_000214215.1	ASM21421v1	Complete Genome	Marinomonas posidonica IVIA-Po-181	99.69	3899940
GCF_013372285.1	ASM1337228v1	Complete Genome	Marinomonas primoryensis	95.61	4068722
GCF_020694005.1	ASM2069400v1	Complete Genome	Marinomonas profundi	92.56	3648059
GCF_000508165.1	SOAPdenovo for version v2.01 of the Marinomonas sp. D104 genome	Contig	Marinomonas profundimaris	95.48	3833369
GCF_003721275.1	ASM372127v1	Contig	Marinomonas rhizomae	96.75	4412997
GCF_003259175.1	ASM325917v1	Contig	Marinomonas shanghaiensis	99.18	4305670
GCF_900089775.1	MspartinaeCECT8886_SPAdes_Prokka	Contig	Marinomonas spartinae	93.22	4718223
GCF_000521805.1	SOAPdenovo v1.05	Contig	Marinomonas ushuaiensis DSM 15871	88.25	3342098
GCF_018145875.1	ASM1814587v1	Scaffold	Marinomonas vulgaris	88.05	3454584
GCF_003386095.1	ASM338609v1	Scaffold	Marinoscillum furvescens DSM 4134	99.7	5966820
GCF_024714495.1	ASM2471449v1	Contig	Marinoscillum pacificum	99.33	6408483
GCF_900119735.1	IMG-taxon 2599185147 annotated assembly	Scaffold	Marinospirillum alkaliphilum DSM 21637	98.85	3137549
GCF_900112235.1	IMG-taxon 2600254929 annotated assembly	Scaffold	Marinospirillum celere	98.96	3083561
GCF_000686905.1	ASM68690v1	Scaffold	Marinospirillum insulare DSM 21763	99.18	2920434
GCF_000422325.1	ASM42232v1	Scaffold	Marinospirillum minutulum DSM 6287	99.34	2836070
GCF_003336805.1	ASM333680v1	Contig	Marinospirillum perlucidum	98.69	3072778
GCF_900109145.1	IMG-taxon 2615840718 annotated assembly	Scaffold	Marinovum algicola	99.69	5396756
GCF_002795805.1	ASM279580v1	Complete Genome	Mariprofundus aestuarium	84.33	2537610
GCF_005818865.1	ASM581886v1	Contig	Mariprofundus erugo	83.91	2894871
GCF_002795825.1	ASM279582v1	Complete Genome	Mariprofundus ferrinatatus	79.67	2301665
GCF_011947535.1	ASM1194753v1	Contig	Mariprofundus ferrooxydans	95.78	2759096
GCF_001895085.1	ASM189508v1	Contig	Mariprofundus micogutta	80.6	2497805
GCF_009930795.1	ASM993079v1	Complete Genome	Marisediminicola antarctica	98.54	3352609
GCF_011057645.1	ASM1105764v1	Contig	Marisediminicola senii	98.3	3236374
GCF_900129565.1	IMG-taxon 2675903007 annotated assembly	Scaffold	Marisediminitalea aggregata	99.8	4910645
GCF_002087085.1	ASM208708v1	Contig	Marispirochaeta aestuarii	100	4216685
GCF_021568695.1	ASM2156869v1	Scaffold	Maritalea mediterranea	96.92	3324940
GCF_004363175.1	ASM436317v1	Scaffold	Maritalea mobilis	98.72	3467317
GCF_003433515.1	ASM343351v1	Complete Genome	Maritalea myrionectae	98.21	3703346
GCF_030159895.1	ASM3015989v1	Scaffold	Maritalea porphyrae	99.13	3349362
GCF_005871115.1	ASM587111v1	Scaffold	Maritimibacter alexandrii	97.78	4307064
GCF_008124775.1	ASM812477v1	Contig	Maritimibacter alkaliphilus HTCC2654	99	4513870
GCF_019218265.1	ASM1921826v1	Contig	Maritimibacter dapengensis	87.95	3959618
GCF_008086115.1	ASM808611v1	Contig	Maritimibacter fusiformis	99.24	3512877
GCF_009882975.1	ASM988297v1	Scaffold	Maritimibacter harenae	91.67	4246927
GCF_017963645.1	ASM1796364v1	Contig	Marivibrio halodurans	95.57	4182369
GCF_016734805.1	ASM1673480v1	Contig	Marivirga atlantica	99.7	4192794
GCF_030534335.1	ASM3053433v1	Complete Genome	Marivirga harenae	99.39	4373458
GCF_900177665.1	IMG-taxon 2595699006 annotated assembly	Scaffold	Marivirga sericea	99.7	4741005
GCF_000183425.1	ASM18342v1	Complete Genome	Marivirga tractuosa DSM 4126	100	4516490
GCF_002115725.1	ASM211572v1	Contig	Marivita cryptomonadis	99.39	4610381
GCF_002115805.1	ASM211580v1	Contig	Marivita geojedonensis	99.69	4313167
GCF_900129875.1	IMG-taxon 2695421018 annotated assembly	Contig	Marivita hallyeonensis	99.69	4193223
GCF_014637725.1	ASM1463772v1	Contig	Marivita lacus	99.54	4770106
GCF_015220045.1	ASM1522004v1	Contig	Marivivens aquimaris	99.78	4051696
GCF_030410045.1	ASM3041004v1	Contig	Marivivens donghaensis	99.51	2842065
GCF_002150005.2	ASM215000v2	Contig	Marivivens niveibacter	100	3072121
GCF_003413745.1	ASM341374v1	Contig	Marixanthomonas ophiurae	99.68	3303244
GCF_003095375.1	ASM309537v1	Contig	Marixanthomonas spongiae	100	3406541
GCF_014644415.1	ASM1464441v1	Scaffold	Marmoricola endophyticus	99.05	3657555
GCF_002915595.1	ASM291559v1	Scaffold	Marortus luteolus	100	4132473
GCF_023336985.1	ASM2333698v1	Contig	Marseilla massiliensis	98.24	4084489
GCF_006516955.1	ASM651695v1	Contig	Martelella alba	94.33	4990712
GCF_000960975.1	ASM96097v1	Complete Genome	Martelella endophytica	95.97	4817335
GCF_013344475.1	ASM1334447v1	Scaffold	Martelella limonii	94.04	4539380
GCF_005924265.1	ASM592426v1	Contig	Martelella lutilitoris	94.79	4447501
GCF_002043005.1	ASM204300v1	Complete Genome	Martelella mediterranea DSM 17316	98.39	5693067
GCF_014196625.1	ASM1419662v1	Scaffold	Martelella radicis	94.05	4989559
GCF_025148285.1	ASM2514828v1	Complete Genome	Marvinbryantia formatexigens DSM 14469	98.75	4577574
GCF_024756255.1	ASM2475625v1	Contig	Massilia agilis	84.83	5162969
GCF_024753255.1	ASM2475325v1	Contig	Massilia agri	94.2	5500879
GCF_020831365.1	ASM2083136v1	Scaffold	Massilia agrisoli	85.4	4677454
GCF_000427785.1	ASM42778v1	Scaffold	Massilia alkalitolerans DSM 17462	99.01	6111684
GCF_015689335.1	ASM1568933v1	Complete Genome	Massilia antarctica	87.29	7432405
GCF_011682045.1	ASM1168204v1	Contig	Massilia aquatica	85.88	7465160
GCF_008014745.1	ASM801474v1	Contig	Massilia arenae	98.21	5974536
GCF_004614185.1	ASM461418v1	Contig	Massilia arenosa	81.79	5023356
GCF_003953935.1	ASM395393v1	Contig	Massilia atriviolacea	87.27	7355585
GCF_024753205.1	ASM2475320v1	Contig	Massilia aurea	90.67	5436699
GCF_030711405.1	ASM3071140v1	Scaffold	Massilia brevitalea	91.14	5953864
GCF_003590855.1	ASM359085v1	Contig	Massilia cavernae	79.14	5439412
GCF_009720745.1	ASM972074v1	Contig	Massilia eburnea	84.9	6042215
GCF_002760655.1	ASM276065v1	Contig	Massilia eurypsychrophila	88.3	5949316
GCF_012849555.1	ASM1284955v1	Complete Genome	Massilia forsythiae	90.06	6370297
GCF_011682175.1	ASM1168217v1	Contig	Massilia frigida	84.55	7792306
GCF_003011895.2	ASM301189v2	Contig	Massilia glaciei	80.48	6288546
GCF_004614195.1	ASM461419v1	Contig	Massilia horti	84.18	5620653
GCF_011682145.1	ASM1168214v1	Scaffold	Massilia mucilaginosa	85.68	7702761
GCF_000382345.1	ASM38234v1	Scaffold	Massilia niastensis DSM 21313	99.31	6594487
